WKT,Name,LongDescription,Category,SubCategory,Code,Address,Postcode,Chain,Borough
POINT (441155.790120702 518716.443394765),John Doyle,Health & Wellness Hospital or Health Care Facility,Health & Wellness,Hospital or Health Care Facility,127,36 Merring Close,TS18 5QA,,STOCKTON ON TEES
POINT (441161.642959504 519609.308621907),Art of Driving,Education & Training Education Facility,Education & Training,Education Facility,31,6 Fairville Road,TS19 7NA,,STOCKTON ON TEES
POINT (441178.185631814 519474.138438226),Pauls Wild Bir,Retail & Consumer Goods General Merchandise,Retail & Consumer Goods,General Merchandise,161,3 Fairthorn Avenue,TS19 7ND,,STOCKTON ON TEES
POINT (441186.58323478 519668.624574868),Stevenson Of Oxbridge Limited,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,,TS19 7LZ,,STOCKTON ON TEES
POINT (441190.683222373 510964.155070939),Morley Carr Farm,"Construction, Manufacturing & Trades Construction","Construction, Manufacturing & Trades",Construction,18,Holly Pond Court,TS15 9,,STOCKTON ON TEES
POINT (441196.362850355 519494.778419831),The Kraft Are,"Construction, Manufacturing & Trades Specialty Trade Contractors","Construction, Manufacturing & Trades",Specialty Trade Contractors,30,2 Fairstone Avenue,TS19 7NB,,STOCKTON ON TEES
POINT (441204.201001806 519005.988248906),Securitech,"Construction, Manufacturing & Trades Locksmiths and Security Systems Services","Construction, Manufacturing & Trades",Locksmiths and Security Systems Services,23,43 Moulton Grove,TS19 7RJ,,STOCKTON ON TEES
POINT (441211.571663179 519980.441040313),House of Bab,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,,TS19 7JR,,STOCKTON ON TEES
POINT (441215.340322004 520494.044151938),CM Driving College,Education & Training Education Facility,Education & Training,Education Facility,31,4 Leam Lane,TS19 8UE,,STOCKTON ON TEES
POINT (441225.368413289 513802.848757001),The Gas Service,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,16 Valley Gardens,TS16 0LY,,STOCKTON ON TEES
POINT (441234.18819638 520411.308875403),Cycle Tech Middlesbrough,Automotive & Transport Bicycle and Bicycle Accessories Shop,Automotive & Transport,Bicycle and Bicycle Accessories Shop,3,,TS19 8UA,,STOCKTON ON TEES
POINT (441239.898582405 520702.36461747),B and S Electr,"Construction, Manufacturing & Trades Specialty Trade Contractors","Construction, Manufacturing & Trades",Specialty Trade Contractors,30,187 Harrowgate Lane,TS19 8UT,,STOCKTON ON TEES
POINT (441240.913446003 513759.033883984),A A Mills Modern Languages,Education & Training School,Education & Training,School,33,24 Valley Gardens,TS16 0LY,,STOCKTON ON TEES
POINT (441249.977111682 518627.600346653),Energess Property Refurbishments Limited,Financial & Professional Services Property Management,Financial & Professional Services,Property Management,81,33 Green Vale Grove,TS19 7RQ,,STOCKTON ON TEES
POINT (441250.02244147 519660.29489717),Esso,Automotive & Transport Gas Station,Automotive & Transport,Gas Station,6,Bishopton Road West,TS19 7LZ,Esso,STOCKTON ON TEES
POINT (441253.600645221 520123.039851033),Arborcut,"Construction, Manufacturing & Trades Landscaping Services","Construction, Manufacturing & Trades",Landscaping Services,22,Malcolm Drive,TS19 8TJ,,STOCKTON ON TEES
POINT (441255.450558826 519646.322370054),Fairfield Garage,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,318 Bishopton Road West,TS19 7LZ,Cardtronics,STOCKTON ON TEES
POINT (441255.450558826 519646.322370054),Nisa,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,318 Bishopton Road West,TS19 7LZ,Nisa,STOCKTON ON TEES
POINT (441255.450558826 519646.322370054),Nisa Local,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,318 Bishopton Road West,TS19 7LZ,Nisa,STOCKTON ON TEES
POINT (441255.450558826 519646.322370054),Co-Op,Retail & Consumer Goods Grocery,Retail & Consumer Goods,Grocery,163,318 Bishopton Road West,TS19 7LZ,Co-Op,STOCKTON ON TEES
POINT (441255.450558826 519646.322370054),Fairfield Garage,Automotive & Transport Parking Facility,Automotive & Transport,Parking Facility,8,318 Bishopton Road West,TS19 7LZ,,STOCKTON ON TEES
POINT (441257.521488972 517041.925237084),Yarm Interiors,Retail & Consumer Goods Furniture Store,Retail & Consumer Goods,Furniture Store,159,Durham Lane,TS21 1,,STOCKTON ON TEES
POINT (441273.491484443 520261.321400329),Rex Hudson - Driver Training,Education & Training Education Facility,Education & Training,Education Facility,31,47 Malton Drive,TS19 8TU,,STOCKTON ON TEES
POINT (441280.442074267 518655.695831661),Fairfield Gas,Other Commercial Services Commercial Services,Other Commercial Services,Commercial Services,142,19 Elton Grove,TS19 7RF,,STOCKTON ON TEES
POINT (441283.499383042 520884.706111821),Nigel Sharp Consultancy,Financial & Professional Services Management and Consulting Services,Financial & Professional Services,Management and Consulting Services,78,17 Dale Close,TS19 8UZ,,STOCKTON ON TEES
POINT (441296.023341506 518255.892616146),Stockton-on-Tees,Other Commercial Services Commercial Services,Other Commercial Services,Commercial Services,142,9 Westborough Grove,TS18 5PW,,STOCKTON ON TEES
POINT (441301.9724099 511523.665258559),Affinitive Property Solutions,Financial & Professional Services Property Management,Financial & Professional Services,Property Management,81,58 Debruse Avenue,TS15 9QW,,STOCKTON ON TEES
POINT (441303.045619298 520260.253429497),Any Tree Problems,"Government, Community & Religious Government Office","Government, Community & Religious",Government Office,111,36 Norton Drive,TS19 8TS,,STOCKTON ON TEES
POINT (441308.574427421 514223.457033221),Ultra Kleen,"Construction, Manufacturing & Trades Repair and Maintenance Services","Construction, Manufacturing & Trades",Repair and Maintenance Services,28,60 Mayfield Crescent,TS16 0NJ,,STOCKTON ON TEES
POINT (441315.341053136 519658.66006198),Premier Fairfield,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,,TS19 7JJ,,STOCKTON ON TEES
POINT (441319.723314883 514887.004509453),Inbond,Retail & Consumer Goods Specialty Store,Retail & Consumer Goods,Specialty Store,176,,TS16 0RW,,STOCKTON ON TEES
POINT (441319.723314883 514887.004509453),Redford Cairns,Financial & Professional Services Human Resources and Recruiting Services,Financial & Professional Services,Human Resources and Recruiting Services,75,,TS16 0RW,,STOCKTON ON TEES
POINT (441319.723314883 514887.004509453),Dutton International,Financial & Professional Services Human Resources and Recruiting Services,Financial & Professional Services,Human Resources and Recruiting Services,75,,TS16 0RW,,STOCKTON ON TEES
POINT (441322.484206012 518376.426207849),Helping Hands Childcare,Education & Training School,Education & Training,School,33,6 Sawley Grove,TS18 5PR,,STOCKTON ON TEES
POINT (441324.166684863 519612.2238852),Cardtronics,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,2 Shannon Crescent,TS19 7,Cardtronics,STOCKTON ON TEES
POINT (441326.107434481 515676.032443205),Durham Lane Garage,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Durham Lane,TS16 0PS,,STOCKTON ON TEES
POINT (441326.107434481 515676.032443205),Marshalls,Retail & Consumer Goods Home Improvement-Hardware Store,Retail & Consumer Goods,Home Improvement-Hardware Store,165,Durham Lane,TS16 0PS,,STOCKTON ON TEES
POINT (441326.107434481 515676.032443205),Floored by Lee Bates,Retail & Consumer Goods Floor and Carpet,Retail & Consumer Goods,Floor and Carpet,156,Durham Lane,TS16 0PS,,STOCKTON ON TEES
POINT (441329.806399692 518389.178484266),GM Fencing & Decking,"Construction, Manufacturing & Trades Specialty Trade Contractors","Construction, Manufacturing & Trades",Specialty Trade Contractors,30,18 Sawley Grove,TS18 5PR,,STOCKTON ON TEES
POINT (441330.494390064 521341.390962931),Ladbrokes,Retail & Consumer Goods Specialty Store,Retail & Consumer Goods,Specialty Store,176,Harrowgate Lane,TS19 8TD,Ladbrokes,STOCKTON ON TEES
POINT (441340.527071827 513518.459800836),Bearfoot Dreamer,Retail & Consumer Goods Specialty Store,Retail & Consumer Goods,Specialty Store,176,12 Seymour Crescent,TS16 0LF,,STOCKTON ON TEES
POINT (441340.79835571 511198.52738201),Yarmbookkeepingservices,Financial & Professional Services Finance and Insurance,Financial & Professional Services,Finance and Insurance,72,60 Knaith Close,TS15 9TL,,STOCKTON ON TEES
POINT (441344.731989336 518140.935349028),M & S Locksmiths,"Construction, Manufacturing & Trades Locksmiths and Security Systems Services","Construction, Manufacturing & Trades",Locksmiths and Security Systems Services,23,Theakston Grove,TS18 5PG,,STOCKTON ON TEES
POINT (441350.874117971 519647.519759424),McColl's,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,Doyle Way,TS19 7,McColl's,STOCKTON ON TEES
POINT (441351.751748545 511348.184537067),Layfield School of Motoring,Education & Training Education Facility,Education & Training,Education Facility,31,4 Latimer Close,TS15 9TD,,STOCKTON ON TEES
POINT (441355.653716245 513749.834174731),1st Call Learning,Education & Training School,Education & Training,School,33,21 Coatham Vale,TS16 0RA,,STOCKTON ON TEES
POINT (441367.118397087 511418.095156724),Bullseye Pr Consultants,Other Commercial Services Commercial Services,Other Commercial Services,Commercial Services,142,26 Atherton Way,TS15 9TB,,STOCKTON ON TEES
POINT (441371.547910616 518807.306221615),Cardtronics,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,6 Premier Parade,TS19 7RD,Cardtronics,STOCKTON ON TEES
POINT (441371.547910616 518807.306221615),Sainsbury's,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,6 Premier Parade,TS19 7RD,,STOCKTON ON TEES
POINT (441371.547910616 518807.306221615),Premier,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,6 Premier Parade,TS19 7RD,Premier,STOCKTON ON TEES
POINT (441371.547910616 518807.306221615),Sainsbury's Local,Retail & Consumer Goods Grocery,Retail & Consumer Goods,Grocery,163,6 Premier Parade,TS19 7RD,Sainsbury's Local,STOCKTON ON TEES
POINT (441373.048938169 511149.411737047),Yarm Engineering Services Limited,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,37 Knaith Close,TS15 9TL,,STOCKTON ON TEES
POINT (441373.132495198 519802.738025605),BMO Harris Bank,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,26 Shannon Crescent,TS19 7JG,BMO Harris Bank,STOCKTON ON TEES
POINT (441373.633625564 518641.404650788),Andrew Associates,Financial & Professional Services Finance and Insurance,Financial & Professional Services,Finance and Insurance,72,18 Green Vale Grove,TS19 7RA,,STOCKTON ON TEES
POINT (441373.999868759 518793.640827059),Hair Quarters,Health & Wellness Hair Salon,Health & Wellness,Hair Salon,123,4 Premier Parade,TS19 7RD,,STOCKTON ON TEES
POINT (441374.934059632 511363.305714411),Bullseye Pr Consultants,"Financial & Professional Services Advertising-Marketing, PR and Market Research",Financial & Professional Services,"Advertising-Marketing, PR and Market Research",67,,TS15 9TB,,STOCKTON ON TEES
POINT (441376.352261147 513451.7945757),D Hartley TV Video Repairs,"Construction, Manufacturing & Trades Repair Service","Construction, Manufacturing & Trades",Repair Service,29,59 Seymour Grove,TS16 0LE,,STOCKTON ON TEES
POINT (441376.516504675 518779.976019315),Paul Dawson's,Health & Wellness Barbershop,Health & Wellness,Barbershop,119,Aiskew Grove,TS19 7RD,,STOCKTON ON TEES
POINT (441376.516504675 518779.976019315),Olive Grove Pizzeria,Food & Drink Take Out and Delivery Only,Food & Drink,Take Out and Delivery Only,103,2 Premier Parade,TS19 7RD,,STOCKTON ON TEES
POINT (441379.606203235 518845.771290225),Liking,Food & Drink Take Out and Delivery Only,Food & Drink,Take Out and Delivery Only,103,3 Premier Parade,TS19 7,,STOCKTON ON TEES
POINT (441379.606203235 518845.771290225),Rice,Food & Drink Restaurant,Food & Drink,Restaurant,100,3 Premier Parade,TS19 7,,STOCKTON ON TEES
POINT (441379.623544242 511203.107412712),Betty Marshmallow,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,,TS15 9TL,,STOCKTON ON TEES
POINT (441382.90897175 514142.784961426),Durham Lane Primary School,Education & Training School,Education & Training,School,33,Amberley Way,TS16 0NG,,STOCKTON ON TEES
POINT (441383.463956976 522378.026657405),Fat Rabbit Cra,Retail & Consumer Goods General Merchandise,Retail & Consumer Goods,General Merchandise,161,Durham Road,TS21 3LS,,STOCKTON ON TEES
POINT (441384.910652361 522361.013484756),Thorpe Thewles Lodge,Hospitality & Lodging Bed and Breakfast,Hospitality & Lodging,Bed and Breakfast,133,Durham Road,TS21 3JB,,STOCKTON ON TEES
POINT (441386.06869652 521371.05089523),Balcony Hotel Steak and Fish Bar,Food & Drink Restaurant,Food & Drink,Restaurant,100,Scurfield Road,TS19 8SL,,STOCKTON ON TEES
POINT (441386.408410536 513563.832116358),Home Fix Contractors,"Construction, Manufacturing & Trades Specialty Trade Contractors","Construction, Manufacturing & Trades",Specialty Trade Contractors,30,12 Seymour Drive,TS16 0LQ,,STOCKTON ON TEES
POINT (441388.046161688 518071.888456993),Phil Anderson Signs,"Financial & Professional Services Advertising-Marketing, PR and Market Research",Financial & Professional Services,"Advertising-Marketing, PR and Market Research",67,44 Ellerton Road,TS18 5PU,,STOCKTON ON TEES
POINT (441388.578534493 518712.092398122),Choice Hypnotherapy,Health & Wellness Therapist,Health & Wellness,Therapist,132,5 Green Vale Grove,TS19 7RA,,STOCKTON ON TEES
POINT (441388.578534493 518712.092398122),National Stop Smoking Centres,Health & Wellness Therapist,Health & Wellness,Therapist,132,5 Green Vale Grove,TS19 7RA,,STOCKTON ON TEES
POINT (441389.813433558 520437.533916986),Simply Flowers Fairfield Limited,Retail & Consumer Goods Florist,Retail & Consumer Goods,Florist,157,106 Marske Lane,TS19 8UH,,STOCKTON ON TEES
POINT (441391.942378116 515323.983703065),Awg Civil Engineering,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,Durham Lane,TS16 0,,STOCKTON ON TEES
POINT (441394.359899436 518181.556730615),Teesside Advanced Motorists,Education & Training Education Facility,Education & Training,Education Facility,31,1 Langthorne Grove,TS18 5PH,,STOCKTON ON TEES
POINT (441400.337186177 520481.808604089),BNS Convenience Store Limited,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,7 Marske Parade,TS19 8XQ,,STOCKTON ON TEES
POINT (441400.337186177 520481.808604089),Sainsbury's Local,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,,TS19 8XQ,Sainsbury's Local,STOCKTON ON TEES
POINT (441400.337186177 520481.808604089),Riano's Pizzeria,Food & Drink Restaurant,Food & Drink,Restaurant,100,,TS19 8XQ,,STOCKTON ON TEES
POINT (441400.595586655 519419.284976335),Compupal,Education & Training Education Facility,Education & Training,Education Facility,31,7 Cornfield Road,TS19 7PF,,STOCKTON ON TEES
POINT (441400.708673274 522364.717941309),One Property Maintenance,"Construction, Manufacturing & Trades Construction","Construction, Manufacturing & Trades",Construction,18,,TS21 3JB,,STOCKTON ON TEES
POINT (441401.018179739 523149.377756282),J R Kennedy,Industrial & Agricultural Farming,Industrial & Agricultural,Farming,140,Blakeston Lane,TS21 3,,STOCKTON ON TEES
